session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state
20251209_143750,H_3800,3,1.14,70.1539941274021,7.895665909501842,1.1297909490622406,35.59014534308716,79,Client
20251209_143750,H_3800,3,2.14,71.71513751787975,100.87648134397571,0.857549634864206,35.59014534308716,79,Client
20251209_143750,H_3800,3,3.15,73.01360505661684,34.37912405685909,1.0068097265059253,35.59014534308716,79,Client
20251209_143750,H_3800,3,4.15,69.89807044679489,54.89024653748008,1.8089400697565217,35.59014534308716,79,Client
20251209_143750,H_3800,3,5.16,71.32916193138445,57.42109632097298,1.6521545509279774,35.59014534308716,79,Client
20251209_143750,H_3800,3,6.17,67.93950638259992,51.65964858907973,1.0354567458445587,35.59014534308716,79,Client
20251209_143750,H_3800,3,7.18,61.24580521599788,58.20106963433643,0.7400962381577415,35.59014534308716,79,Client
20251209_143750,H_3800,3,8.19,64.92983131684483,43.39545784899409,1.3351432635043075,35.59014534308716,79,Client
20251209_143750,H_3800,3,9.19,68.79913883759295,39.16350259772376,1.5746049544131124,35.59014534308716,79,Client
20251209_143750,H_3800,3,10.21,72.08615439466844,59.34736042556473,0.990291835241913,38.59014534308716,79,Client
20251209_143750,H_3800,3,11.21,72.61173046209231,61.83180166751802,0.4361409450219467,38.59014534308716,79,Client
20251209_143750,H_3800,3,12.21,72.86602013021093,76.63918553012451,0.30761539172140984,38.59014534308716,79,Client
20251209_143750,H_3800,3,13.22,73.14879280732406,57.01404553574767,0.20495212868485252,38.59014534308716,79,Client
20251209_143750,H_3800,3,14.23,73.55708459274885,129.91441841388996,0.5591419615433727,38.59014534308716,79,Client
20251209_143750,H_3800,3,15.24,72.25302878786547,55.466537978382775,0.1163911535890419,38.59014534308716,79,Client
20251209_143750,H_3800,3,16.25,73.25906185846317,77.53771269662792,3.24292953537788,38.59014534308716,79,Client
20251209_143750,H_3800,3,17.25,72.54370080846275,74.41096256012378,1.5703639295717806,38.59014534308716,79,Client
20251209_143750,H_3800,3,18.26,72.56883671499828,72.32983728245678,0.631068005654031,38.59014534308716,79,Client
20251209_143750,H_3800,3,19.26,71.77071668540471,138.4849029616072,1.5372839246122587,38.59014534308716,79,Client
20251209_143750,H_3800,3,20.28,71.975079646249,71.867834430266,0.039477204759079634,38.59014534308716,79,Client
20251209_143750,H_3800,3,21.28,73.22966740303286,138.67253708880844,0.7004576006941401,38.59014534308716,79,Client
20251209_143750,H_3800,3,22.28,73.56427183530622,60.33191863559013,0.1605216491736425,38.59014534308716,79,Client
20251209_143750,H_3800,3,23.28,72.8995718092346,58.25299797067349,0.6180361172982006,38.59014534308716,79,Client
20251209_143750,H_3800,3,24.49,72.84982440476047,251.60033613853727,0.9428274334529958,38.59014534308716,79,Client
20251209_143750,H_3800,3,25.5,61.33998112534458,69.19424439593821,0.5797037653590666,38.59014534308716,79,Client
20251209_143750,H_3800,3,26.51,61.56132844624346,82.4611239330347,1.3320378601496587,38.59014534308716,79,Client
20251209_143750,H_3800,3,27.51,72.12031946219109,75.28364110175875,1.7459298770794676,38.59014534308716,79,Client
20251209_143750,H_3800,3,28.52,72.26425845245906,110.18852497922842,0.7673171652827483,38.59014534308716,79,Client
20251209_143750,H_3800,3,29.53,71.91979399096418,101.57664449551152,2.429700729486906,38.59014534308716,78,Client
20251209_143750,H_3800,3,30.53,73.26026580498568,74.33879739177316,1.2802551001486018,38.59014534308716,78,Client
20251209_143750,H_3800,3,31.53,73.91631038404947,43.62747139649781,2.3243838816058693,38.59014534308716,78,Client
20251209_143750,H_3800,3,32.54,71.46479966506342,99.64525931040663,0.7652798599363642,38.59014534308716,78,Client
20251209_143750,H_3800,3,33.54,70.22353400636518,109.66574231641782,1.5512426392747753,38.59014534308716,78,Client
20251209_143750,H_3800,3,34.55,71.96579202737942,154.32861267991402,0.07247403783517944,38.59014534308716,78,Client
20251209_143750,H_3800,3,35.55,71.68384678120479,54.244279861375766,0.32870591312695413,38.59014534308716,78,Client
20251209_143750,H_3800,3,36.56,74.16769992107864,68.67844363846997,0.8571654914964538,39.59014534308716,78,Client
20251209_143750,H_3800,3,37.56,61.374444744231404,71.75558056282867,1.3088314491666462,40.59014534308716,78,Client
20251209_143750,H_3800,3,38.57,67.002930268272,50.89380997760945,0.41551006436925186,40.59014534308716,78,Client
20251209_143750,H_3800,3,39.57,71.63607607056065,48.24656736901809,1.2837017610663015,40.59014534308716,78,Client
20251209_143750,H_3800,3,40.57,72.36227451344163,62.03809931858983,0.08713240495662895,40.59014534308716,78,Client
20251209_143750,H_3800,3,41.57,73.03368414822776,85.79610043050383,1.431708154426185,40.59014534308716,78,Client
20251209_143750,H_3800,3,42.57,71.67064128192925,67.93893015624812,1.6310365214550742,40.59014534308716,78,Client
20251209_143750,H_3800,3,43.57,72.53230122961392,38.00838284572178,0.9021026916476277,40.59014534308716,78,Client
20251209_143750,H_3800,3,44.58,72.94434096775184,62.96371486496134,0.4979486693353205,40.59014534308716,78,Client
20251209_143750,H_3800,3,45.58,72.61825891863104,138.70289565182014,0.18965872588436358,40.59014534308716,78,Client
20251209_143750,H_3800,3,46.58,71.88983256534628,82.51878165621478,0.13283994151512862,40.59014534308716,78,Client
20251209_143750,H_3800,3,47.58,72.88575142777059,143.20594219672353,0.9270460617805858,40.59014534308716,78,Client
20251209_143750,H_3800,3,48.59,73.38901529432931,52.37922723479017,0.3735366009539096,40.59014534308716,78,Client
20251209_143750,H_3800,3,49.6,71.80833283452891,121.40161758468801,0.04277061181058875,41.59014534308716,78,Client
20251209_143750,H_3800,3,50.61,72.93406539821848,69.41078147224535,1.1067161265874452,39.59014534308716,78,Client
20251209_143750,H_3800,3,51.61,71.90303696452477,56.79348431196566,2.2970417044050344,39.59014534308716,78,Client
20251209_143750,H_3800,3,52.63,72.22863044097657,155.2247415856004,0.07763457136420962,40.59014534308716,78,Client
20251209_143750,H_3800,3,53.63,72.85723391832943,81.1236368881166,0.8019248396523428,40.59014534308716,78,Client
20251209_143750,H_3800,3,54.63,72.53167514064016,53.59869550838118,3.2029197470419435,40.59014534308716,78,Client
20251209_143750,H_3800,3,55.64,71.85193826180465,36.639104722021855,0.4823349950333613,40.59014534308716,78,Client
20251209_143750,H_3800,3,56.64,73.01389197088591,52.08626853945328,0.9685373666514179,40.59014534308716,78,Client
20251209_143750,H_3800,3,57.66,72.94933405175234,66.01712842043588,1.8477672938395677,40.59014534308716,78,Client
20251209_143750,H_3800,3,58.66,72.52710258020556,75.7097152187994,1.1670159660068418,40.59014534308716,78,Client
20251209_143750,H_3800,3,59.67,72.72048499319969,42.417704046552075,1.0182762505233232,40.59014534308716,78,Client
20251209_143750,H_3800,3,60.68,73.74837563208898,85.14260730395618,1.9514169157955217,40.59014534308716,78,Client
