session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state
20251208_140440,H_4193,2,1.03,35.5,69.3,0.00,32.0,73,Client
20251208_140440,H_4193,2,2.03,41.8,91.3,0.00,32.0,73,Client
20251208_140440,H_4193,2,3.06,34.0,132.6,0.00,32.0,73,Client
20251208_140440,H_4193,2,4.08,40.4,150.6,0.00,32.0,73,Client
20251208_140440,H_4193,2,5.08,39.3,79.9,0.00,32.0,73,Client
20251208_140440,H_4193,1,6.09,35.1,58.8,0.00,32.0,73,Host
20251208_140440,H_4193,1,7.11,37.1,78.6,0.00,32.0,73,Host
20251208_140440,H_4193,1,8.12,36.9,94.4,0.00,32.0,73,Host
20251208_140440,H_4193,1,9.12,33.5,90.2,0.00,32.0,73,Host
20251208_140440,H_4193,1,10.15,33.2,94.6,0.00,32.0,73,Host
20251208_140440,H_4193,1,11.16,32.0,59.7,0.00,32.0,73,Host
20251208_140440,H_4193,1,12.19,36.9,94.0,0.00,32.0,73,Host
20251208_140440,H_4193,1,13.20,31.3,87.0,0.00,32.0,73,Host
20251208_140440,H_4193,1,14.21,33.5,57.5,0.00,36.0,73,Host
20251208_140440,H_4193,1,15.24,41.1,76.9,0.00,36.0,73,Host
20251208_140440,H_4193,1,16.24,42.3,91.0,0.00,36.0,73,Host
20251208_140440,H_4193,1,17.24,40.5,105.7,0.00,36.0,73,Host
20251208_140440,H_4193,1,18.26,38.7,84.7,0.00,36.0,73,Host
20251208_140440,H_4193,1,19.26,37.3,78.0,0.00,36.0,73,Host
20251208_140440,H_4193,1,20.28,37.5,113.2,0.00,36.0,73,Host
20251208_140440,H_4193,1,21.30,38.2,82.0,0.00,36.0,73,Host
20251208_140440,H_4193,1,22.32,43.7,67.1,0.00,36.0,73,Host
20251208_140440,H_4193,1,23.32,41.9,92.3,0.00,36.0,73,Host
20251208_140440,H_4193,1,24.33,40.0,47.9,0.00,36.0,73,Host
20251208_140440,H_4193,1,25.35,40.6,73.2,0.00,36.0,73,Host
20251208_140440,H_4193,1,26.35,39.4,74.9,0.00,36.0,73,Host
20251208_140440,H_4193,1,27.36,42.1,73.7,0.00,36.0,73,Host
20251208_140440,H_4193,1,28.37,40.7,48.8,0.00,36.0,73,Host
20251208_140440,H_4193,1,29.37,39.9,82.3,0.00,36.0,73,Host
20251208_140440,H_4193,1,30.38,37.4,90.3,0.00,36.0,73,Host
20251208_140440,H_4193,1,31.40,37.7,84.0,0.00,36.0,73,Host
20251208_140440,H_4193,1,32.42,37.4,108.1,0.00,36.0,73,Host
20251208_140440,H_4193,1,33.44,40.6,77.8,0.00,36.0,73,Host
20251208_140440,H_4193,1,34.45,40.6,73.6,0.00,36.0,73,Host
20251208_140440,H_4193,1,35.46,40.2,74.5,0.00,36.0,73,Host
20251208_140440,H_4193,1,36.47,40.4,74.6,0.00,36.0,73,Host
20251208_140440,H_4193,1,37.50,40.1,49.3,0.00,36.0,73,Host
20251208_140440,H_4193,1,38.51,40.9,76.4,0.00,36.0,73,Host
20251208_140440,H_4193,1,39.52,37.7,80.1,0.00,36.0,73,Host
20251208_140440,H_4193,1,40.52,45.0,65.5,0.00,36.0,73,Host
20251208_140440,H_4193,1,41.52,44.5,70.7,0.00,36.0,73,Host
20251208_140440,H_4193,1,42.53,40.5,72.8,0.00,36.0,73,Host
20251208_140440,H_4193,1,43.56,42.6,76.7,0.00,36.0,73,Host
20251208_140440,H_4193,1,44.56,41.5,99.0,0.00,36.0,73,Host
20251208_140440,H_4193,1,45.58,40.5,71.9,0.00,36.0,73,Host
20251208_140440,H_4193,1,46.59,42.8,69.2,0.00,36.0,73,Host
20251208_140440,H_4193,1,47.61,46.2,66.0,0.00,36.0,73,Host
20251208_140440,H_4193,1,48.62,45.1,127.8,0.00,37.0,73,Host
20251208_140440,H_4193,1,49.63,46.4,61.7,0.00,37.0,73,Host
20251208_140440,H_4193,1,50.66,43.2,78.1,0.00,37.0,73,Host
20251208_140440,H_4193,1,51.67,41.8,64.9,0.00,37.0,73,Host
20251208_140440,H_4193,1,52.69,46.6,63.4,0.00,37.0,73,Host
20251208_140440,H_4193,1,53.70,48.8,59.3,0.00,37.0,73,Host
