session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state
20251208_000702,H_4193,2,1.10,72.5,0.0,0.00,41.0,58,Client
20251208_000702,H_4193,2,2.10,75.5,66.6,0.00,41.0,58,Client
20251208_000702,H_4193,2,3.11,72.0,59.6,0.00,41.0,58,Client
20251208_000702,H_4193,2,4.12,69.6,72.6,0.00,41.0,58,Client
20251208_000702,H_4193,2,5.12,69.3,58.2,0.00,41.0,58,Client
20251208_000702,H_4193,2,6.12,68.8,71.1,0.00,41.0,58,Client
20251208_000702,H_4193,2,7.13,68.5,46.1,0.00,41.0,58,Client
20251208_000702,H_4193,2,8.14,63.8,49.9,0.00,41.0,58,Client
20251208_000702,H_4193,2,9.15,63.4,62.4,0.00,41.0,58,Client
20251208_000702,H_4193,2,10.15,63.6,43.2,0.00,41.0,58,Client
20251208_000702,H_4193,2,11.16,67.9,68.5,0.00,41.0,58,Client
20251208_000702,H_4193,2,12.17,72.9,55.5,0.00,41.0,58,Client
20251208_000702,H_4193,2,13.18,65.8,66.7,0.00,41.0,58,Client
20251208_000702,H_4193,2,14.18,61.6,132.7,0.00,43.0,58,Client
20251208_000702,H_4193,2,15.19,64.0,81.3,0.00,43.0,58,Client
20251208_000702,H_4193,2,16.19,47.5,59.6,0.00,43.0,58,Client
20251208_000702,H_4193,2,17.20,54.9,52.0,0.00,43.0,58,Client
20251208_000702,H_4193,2,18.20,55.6,55.0,0.00,43.0,58,Client
20251208_000702,H_4193,2,19.21,56.4,52.4,0.00,43.0,58,Client
20251208_000702,H_4193,2,20.21,54.7,51.3,0.00,43.0,58,Client
20251208_000702,H_4193,2,21.22,57.5,51.9,0.00,44.0,58,Client
20251208_000702,H_4193,2,22.23,59.8,80.8,0.00,44.0,58,Client
20251208_000702,H_4193,2,23.23,62.8,51.2,0.00,44.0,58,Client
20251208_000702,H_4193,2,24.24,62.3,81.1,0.00,44.0,58,Client
20251208_000702,H_4193,2,25.25,62.8,41.8,0.00,44.0,58,Client
20251208_000702,H_4193,2,26.25,59.9,83.1,0.00,44.0,58,Client
20251208_000702,H_4193,2,27.26,62.6,50.4,0.00,44.0,58,Client
20251208_000702,H_4193,2,28.36,62.9,49.4,0.00,44.0,58,Client
20251208_000702,H_4193,2,29.37,53.1,55.9,0.00,44.0,58,Client
20251208_000702,H_4193,2,30.39,57.4,69.1,0.00,44.0,58,Client
20251208_000702,H_4193,2,31.39,59.7,80.6,0.00,45.0,58,Client
20251208_000702,H_4193,2,32.41,65.5,55.5,0.00,45.0,58,Client
20251208_000702,H_4193,2,33.42,48.6,60.3,0.00,45.0,58,Client
20251208_000702,H_4193,2,34.43,51.1,55.4,0.00,45.0,58,Client
20251208_000702,H_4193,2,35.45,54.1,55.3,0.00,45.0,58,Client
20251208_000702,H_4193,2,36.46,54.5,54.6,0.00,45.0,57,Client
20251208_000702,H_4193,2,37.47,54.8,55.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,38.49,51.7,59.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,39.50,54.9,69.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,40.52,54.5,72.9,0.00,45.0,57,Client
20251208_000702,H_4193,2,41.53,54.0,59.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,42.53,54.9,59.8,0.00,45.0,57,Client
20251208_000702,H_4193,2,43.55,54.4,76.9,0.00,45.0,57,Client
20251208_000702,H_4193,2,44.57,51.6,100.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,45.58,53.9,55.5,0.00,45.0,57,Client
20251208_000702,H_4193,2,46.60,54.6,54.9,0.00,45.0,57,Client
20251208_000702,H_4193,2,47.60,51.1,58.9,0.00,45.0,57,Client
20251208_000702,H_4193,2,48.61,54.0,55.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,49.62,57.8,69.3,0.00,45.0,57,Client
20251208_000702,H_4193,2,50.63,59.1,83.5,0.00,45.0,57,Client
20251208_000702,H_4193,2,51.64,62.0,45.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,52.64,64.8,77.7,0.00,45.0,57,Client
20251208_000702,H_4193,2,53.64,64.9,45.2,0.00,45.0,57,Client
20251208_000702,H_4193,2,54.65,66.9,89.6,0.00,45.0,57,Client
20251208_000702,H_4193,2,55.66,62.4,65.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,56.68,49.3,41.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,57.70,53.8,80.3,0.00,45.0,57,Client
20251208_000702,H_4193,2,58.71,54.5,54.6,0.00,45.0,57,Client
20251208_000702,H_4193,2,59.71,57.7,51.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,60.73,60.0,67.7,0.00,45.0,57,Client
20251208_000702,H_4193,2,61.73,58.4,61.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,62.74,60.4,44.8,0.00,45.0,57,Client
20251208_000702,H_4193,2,63.74,64.6,74.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,64.74,60.6,53.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,65.76,63.6,62.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,66.78,56.1,72.7,0.00,45.0,57,Client
20251208_000702,H_4193,2,67.79,47.8,55.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,68.80,50.8,55.7,0.00,45.0,57,Client
20251208_000702,H_4193,2,69.82,49.1,41.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,70.83,52.6,55.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,71.84,59.3,41.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,72.84,72.4,41.4,0.00,45.0,57,Client
20251208_000702,H_4193,2,73.86,71.5,69.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,74.86,72.4,68.5,0.00,45.0,57,Client
20251208_000702,H_4193,2,75.86,72.3,69.0,0.00,45.0,57,Client
20251208_000702,H_4193,2,76.86,69.6,69.3,0.00,45.0,57,Client
20251208_000702,H_4193,2,77.87,72.5,69.1,0.00,45.0,57,Client
20251208_000702,H_4193,2,78.89,69.9,55.3,0.00,45.0,57,Client
20251208_000702,H_4193,2,79.90,72.3,40.8,0.00,45.0,57,Client
