session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state
20251207_222644,H_4193,0,1.00,22.2,0.0,0.00,52.0,25,NotConnected
20251207_222644,H_4193,1,2.02,46.7,66.5,0.00,52.0,25,Host
20251207_222644,H_4193,1,3.15,59.6,217.6,0.00,52.0,25,Host
20251207_222644,H_4193,1,4.15,72.2,55.2,0.00,52.0,25,Host
20251207_222644,H_4193,1,5.16,72.4,70.2,0.00,52.0,25,Host
20251207_222644,H_4193,1,6.16,72.0,55.3,0.00,52.0,25,Host
20251207_222644,H_4193,1,7.16,72.4,69.0,0.00,52.0,25,Host
20251207_222644,H_4193,1,8.17,72.2,55.3,0.00,52.0,25,Host
20251207_222644,H_4193,1,9.17,72.1,55.3,0.00,53.0,24,Host
20251207_222644,H_4193,1,10.17,72.6,41.5,0.00,53.0,24,Host
20251207_222644,H_4193,1,11.19,72.2,41.7,0.00,53.0,24,Host
20251207_222644,H_4193,1,12.20,71.0,55.9,0.00,53.0,24,Host
20251207_222644,H_4193,1,13.22,71.5,55.3,0.00,53.0,24,Host
20251207_222644,H_4193,1,14.22,72.4,55.5,0.00,53.0,24,Host
20251207_222644,H_4193,1,15.23,72.5,55.6,0.00,53.0,24,Host
20251207_222644,H_4193,1,16.24,72.2,46.1,0.00,53.0,24,Host
20251207_222644,H_4193,1,17.25,72.6,41.6,0.00,53.0,24,Host
20251207_222644,H_4193,1,18.25,69.2,55.0,0.00,53.0,24,Host
20251207_222644,H_4193,2,19.25,72.2,69.9,0.00,53.0,24,Host
20251207_222644,H_4193,2,20.25,73.1,56.5,0.00,53.0,24,Host
20251207_222644,H_4193,2,21.26,68.8,55.4,0.00,53.0,24,Host
20251207_222644,H_4193,2,22.27,72.9,55.9,0.00,53.0,24,Host
20251207_222644,H_4193,2,23.29,73.9,41.4,0.00,53.0,24,Host
20251207_222644,H_4193,2,24.29,73.5,41.5,0.00,53.0,24,Host
20251207_222644,H_4193,2,25.30,72.4,41.2,0.00,53.0,24,Host
