session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state
20251208_015029,H_4193,0,1.01,21.1,0.0,0.00,47.0,60,NotConnected
20251208_015029,H_4193,2,2.02,43.0,91.7,0.00,47.0,60,Client
20251208_015029,H_4193,2,3.03,37.9,87.4,0.00,47.0,60,Client
20251208_015029,H_4193,2,4.04,26.5,84.2,0.00,47.0,60,Client
20251208_015029,H_4193,2,5.04,36.1,83.1,0.00,47.0,60,Client
20251208_015029,H_4193,2,6.06,24.4,83.8,0.00,47.0,60,Client
20251208_015029,H_4193,2,7.07,29.5,96.5,0.00,47.0,60,Client
20251208_015029,H_4193,2,8.10,27.3,99.4,0.00,47.0,60,Client
20251208_015029,H_4193,2,9.13,27.8,97.0,0.00,47.0,60,Client
20251208_015029,H_4193,2,10.14,28.5,83.8,0.00,47.0,60,Client
20251208_015029,H_4193,2,11.14,23.9,83.0,0.00,49.0,60,Client
20251208_015029,H_4193,2,12.17,23.8,93.2,0.00,49.0,60,Client
20251208_015029,H_4193,2,13.18,23.9,83.4,0.00,49.0,60,Client
20251208_015029,H_4193,2,14.18,24.1,123.3,0.00,49.0,60,Client
20251208_015029,H_4193,2,15.22,24.2,83.9,0.00,49.0,60,Client
20251208_015029,H_4193,2,16.26,24.0,83.9,0.00,49.0,60,Client
20251208_015029,H_4193,2,17.30,24.4,122.9,0.00,49.0,60,Client
20251208_015029,H_4193,2,18.30,23.9,127.2,0.00,49.0,60,Client
20251208_015029,H_4193,2,19.31,22.4,126.7,0.00,49.0,60,Client
20251208_015029,H_4193,2,20.35,23.9,82.3,0.00,49.0,60,Client
20251208_015029,H_4193,2,21.38,24.0,120.5,0.00,49.0,60,Client
20251208_015029,H_4193,2,22.39,24.3,82.2,0.00,49.0,60,Client
20251208_015029,H_4193,2,23.40,24.7,85.1,0.00,49.0,60,Client
20251208_015029,H_4193,2,24.44,24.2,85.3,0.00,49.0,60,Client
20251208_015029,H_4193,2,25.46,26.3,83.1,0.00,49.0,60,Client
20251208_015029,H_4193,2,26.50,24.1,83.5,0.00,49.0,60,Client
20251208_015029,H_4193,2,27.54,24.1,85.0,0.00,49.0,60,Client
20251208_015029,H_4193,2,28.54,23.7,80.6,0.00,50.0,59,Client
20251208_015029,H_4193,2,29.58,21.0,183.4,0.00,50.0,59,Client
20251208_015029,H_4193,2,30.58,9.8,116.9,0.00,50.0,59,Client
20251208_015029,H_4193,2,31.61,28.8,70.3,0.00,50.0,59,Client
20251208_015029,H_4193,2,32.61,27.9,107.5,0.00,50.0,59,Client
20251208_015029,H_4193,2,33.65,24.0,120.2,0.00,50.0,59,Client
20251208_015029,H_4193,2,34.65,23.9,125.3,0.00,50.0,59,Client
20251208_015029,H_4193,2,35.69,24.1,127.7,0.00,50.0,59,Client
20251208_015029,H_4193,2,36.69,24.2,83.5,0.00,50.0,59,Client
20251208_015029,H_4193,2,37.69,24.4,126.8,0.00,50.0,59,Client
20251208_015029,H_4193,2,38.70,23.9,126.0,0.00,50.0,59,Client
20251208_015029,H_4193,2,39.73,24.0,83.4,0.00,50.0,59,Client
20251208_015029,H_4193,2,40.77,24.4,85.0,0.00,50.0,59,Client
20251208_015029,H_4193,2,41.79,24.7,125.4,0.00,50.0,59,Client
20251208_015029,H_4193,2,42.81,26.6,68.4,0.00,50.0,59,Client
20251208_015029,H_4193,2,43.82,27.7,78.1,0.00,50.0,59,Client
20251208_015029,H_4193,2,44.86,23.8,125.3,0.00,50.0,59,Client
20251208_015029,H_4193,2,45.90,24.4,83.1,0.00,50.0,59,Client
20251208_015029,H_4193,1,46.90,24.6,83.4,0.00,50.0,59,Host
20251208_015029,H_4193,1,47.93,23.2,87.2,0.00,50.0,59,Host
20251208_015029,H_4193,1,48.95,24.0,83.5,0.00,50.0,59,Host
20251208_015029,H_4193,1,49.96,24.0,127.3,0.00,50.0,59,Host
20251208_015029,H_4193,1,51.00,24.1,83.9,0.00,50.0,59,Host
20251208_015029,H_4193,1,52.00,23.9,83.6,0.00,50.0,59,Host
20251208_015029,H_4193,1,53.03,24.0,110.8,0.00,50.0,59,Host
20251208_015029,H_4193,1,54.07,26.7,84.7,0.00,50.0,59,Host
20251208_015029,H_4193,1,55.11,25.7,81.9,0.00,50.0,59,Host
20251208_015029,H_4193,1,56.13,25.8,69.0,0.00,50.0,59,Host
20251208_015029,H_4193,1,57.15,32.6,79.8,0.00,50.0,59,Host
20251208_015029,H_4193,1,58.15,23.9,82.8,0.00,50.0,59,Host
20251208_015029,H_4193,1,59.15,24.0,83.7,0.00,50.0,59,Host
20251208_015029,H_4193,1,60.19,24.2,83.2,0.00,50.0,59,Host
20251208_015029,H_4193,1,61.19,26.3,84.2,0.00,50.0,59,Host
