session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state
20251208_104152,H_4193,0,1.03,21.6,0.0,0.00,41.0,100,NotConnected
20251208_104152,H_4193,1,2.09,28.5,100.0,0.00,41.0,100,Host
20251208_104152,H_4193,1,3.13,20.1,97.9,0.00,42.0,100,Host
20251208_104152,H_4193,1,4.14,36.6,55.2,0.00,42.0,100,Host
20251208_104152,H_4193,1,5.15,35.3,59.9,0.00,42.0,100,Host
20251208_104152,H_4193,1,6.16,35.0,86.9,0.00,42.0,100,Host
20251208_104152,H_4193,1,7.18,34.0,93.0,0.00,42.0,100,Host
20251208_104152,H_4193,1,8.20,30.9,63.2,0.00,42.0,100,Host
20251208_104152,H_4193,1,9.23,33.2,88.1,0.00,42.0,100,Host
20251208_104152,H_4193,1,10.24,33.3,65.4,0.00,42.0,100,Host
20251208_104152,H_4193,1,11.46,29.1,590.7,0.00,42.0,100,Host
20251208_104152,H_4193,1,12.49,29.2,92.9,0.00,42.0,100,Host
20251208_104152,H_4193,1,13.50,29.9,76.3,0.00,42.0,100,Host
20251208_104152,H_4193,1,14.54,26.6,115.8,0.00,42.0,100,Host
20251208_104152,H_4193,1,15.55,27.7,72.0,0.00,42.0,100,Host
20251208_104152,H_4193,1,16.58,29.1,71.1,0.00,42.0,100,Host
20251208_104152,H_4193,1,17.59,28.3,108.2,0.00,42.0,100,Host
20251208_104152,H_4193,1,18.61,29.1,69.4,0.00,42.0,100,Host
20251208_104152,H_4193,1,19.62,28.1,72.6,0.00,42.0,100,Host
20251208_104152,H_4193,1,20.62,30.2,69.9,0.00,42.0,100,Host
20251208_104152,H_4193,1,21.65,31.2,107.6,0.00,43.0,100,Host
20251208_104152,H_4193,1,22.67,26.6,80.5,0.00,43.0,100,Host
20251208_104152,H_4193,1,23.67,28.1,82.8,0.00,43.0,100,Host
20251208_104152,H_4193,1,24.82,27.8,76.9,0.00,43.0,100,Host
20251208_104152,H_4193,1,25.92,7.1,150.0,0.00,43.0,100,Host
20251208_104152,H_4193,1,26.93,27.0,99.1,0.00,43.0,100,Host
20251208_104152,H_4193,1,27.96,25.6,58.2,0.00,43.0,100,Host
20251208_104152,H_4193,1,28.99,31.8,64.9,0.00,43.0,100,Host
20251208_104152,H_4193,1,30.01,32.4,70.4,0.00,43.0,100,Host
20251208_104152,H_4193,1,31.02,30.1,67.6,0.00,43.0,100,Host
20251208_104152,H_4193,1,32.06,31.2,71.1,0.00,43.0,100,Host
20251208_104152,H_4193,1,33.08,30.3,71.9,0.00,43.0,100,Host
20251208_104152,H_4193,1,34.09,29.1,62.4,0.00,43.0,100,Host
20251208_104152,H_4193,1,35.14,31.1,75.0,0.00,43.0,100,Host
20251208_104152,H_4193,1,36.15,31.8,89.0,0.00,43.0,100,Host
20251208_104152,H_4193,1,37.15,29.5,60.9,0.00,43.0,100,Host
20251208_104152,H_4193,1,38.17,29.3,71.9,0.00,43.0,100,Host
20251208_104152,H_4193,1,39.17,31.3,63.6,0.00,43.0,100,Host
20251208_104152,H_4193,1,40.18,32.3,74.8,0.00,43.0,100,Host
20251208_104152,H_4193,1,41.21,30.7,60.2,0.00,44.0,100,Host
20251208_104152,H_4193,1,42.22,31.0,93.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,43.25,32.2,55.2,0.00,44.0,100,Host
20251208_104152,H_4193,1,44.26,31.9,62.7,0.00,44.0,100,Host
20251208_104152,H_4193,1,45.26,32.9,65.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,46.27,31.6,65.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,47.30,31.6,73.4,0.00,44.0,100,Host
20251208_104152,H_4193,1,48.32,31.4,59.4,0.00,44.0,100,Host
20251208_104152,H_4193,1,49.35,32.4,75.0,0.00,44.0,100,Host
20251208_104152,H_4193,1,50.37,32.6,57.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,51.38,33.0,74.2,0.00,44.0,100,Host
20251208_104152,H_4193,1,52.39,34.3,73.0,0.00,44.0,100,Host
20251208_104152,H_4193,1,53.40,33.0,64.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,54.42,30.5,65.1,0.00,44.0,100,Host
20251208_104152,H_4193,1,55.44,33.2,59.9,0.00,44.0,100,Host
20251208_104152,H_4193,1,56.46,32.7,124.8,0.00,44.0,100,Host
20251208_104152,H_4193,1,57.50,32.3,69.0,0.00,44.0,100,Host
20251208_104152,H_4193,1,58.52,31.9,63.2,0.00,44.0,100,Host
20251208_104152,H_4193,1,59.53,30.4,105.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,60.55,30.6,71.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,61.56,33.6,90.7,0.00,44.0,100,Host
20251208_104152,H_4193,1,62.57,32.1,64.8,0.00,44.0,100,Host
20251208_104152,H_4193,1,63.58,31.1,58.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,64.60,32.3,62.0,0.00,44.0,100,Host
20251208_104152,H_4193,1,65.62,31.8,90.9,0.00,44.0,100,Host
20251208_104152,H_4193,1,66.65,31.5,58.4,0.00,44.0,100,Host
20251208_104152,H_4193,1,67.68,30.6,57.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,68.69,31.5,83.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,69.69,32.0,89.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,70.69,31.9,105.3,0.00,44.0,100,Host
20251208_104152,H_4193,1,71.70,33.0,58.1,0.00,44.0,100,Host
20251208_104152,H_4193,1,72.72,31.0,91.7,0.00,44.0,100,Host
20251208_104152,H_4193,1,73.73,33.1,57.0,0.00,44.0,100,Host
20251208_104152,H_4193,1,74.75,31.1,61.4,0.00,44.0,100,Host
20251208_104152,H_4193,1,75.75,31.9,68.9,0.00,44.0,100,Host
20251208_104152,H_4193,1,76.75,32.3,88.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,77.76,31.1,90.1,0.00,44.0,100,Host
20251208_104152,H_4193,1,78.76,31.9,94.1,0.00,44.0,100,Host
20251208_104152,H_4193,1,79.76,33.4,70.6,0.00,44.0,100,Host
20251208_104152,H_4193,1,80.80,31.0,71.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,81.81,32.6,91.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,82.81,32.2,66.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,83.83,34.2,88.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,84.85,31.8,59.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,85.87,31.4,96.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,86.88,31.8,91.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,87.89,32.2,66.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,88.89,33.4,72.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,89.92,31.4,59.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,90.93,30.9,96.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,91.95,30.6,59.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,92.96,32.3,91.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,93.97,31.9,92.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,94.98,31.5,93.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,96.00,32.6,95.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,97.02,32.4,68.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,98.05,32.9,62.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,99.07,32.7,68.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,100.07,32.5,69.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,101.08,31.4,69.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,102.11,31.3,106.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,103.12,30.8,56.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,104.15,30.3,66.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,105.15,32.9,77.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,106.17,32.8,66.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,107.18,31.6,95.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,108.20,31.6,106.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,109.21,32.5,70.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,110.23,31.9,68.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,111.27,30.7,64.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,112.27,32.4,64.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,113.27,31.1,99.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,114.30,32.6,91.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,115.31,32.2,93.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,116.33,32.8,112.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,117.33,31.6,66.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,118.34,32.1,66.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,119.34,32.1,96.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,120.36,32.6,58.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,121.39,31.8,63.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,122.41,31.7,90.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,123.42,32.3,87.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,124.44,32.4,61.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,125.44,32.9,70.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,126.46,32.2,58.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,127.48,32.7,102.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,128.49,32.3,58.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,129.50,32.2,95.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,130.52,31.7,92.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,131.53,31.1,64.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,132.56,31.5,95.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,133.57,32.3,86.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,134.59,31.7,61.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,135.60,32.2,98.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,136.61,31.9,58.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,137.63,32.5,97.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,138.65,32.2,69.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,139.67,32.7,93.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,140.68,32.3,98.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,141.69,31.7,54.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,142.72,32.3,65.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,143.72,30.7,91.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,144.73,32.1,97.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,145.75,30.7,107.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,146.75,31.7,101.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,147.77,32.7,62.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,148.79,30.8,57.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,149.82,31.3,106.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,150.83,31.0,86.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,151.86,32.0,67.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,152.89,30.3,54.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,153.89,32.3,63.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,154.90,32.1,71.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,155.92,32.5,63.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,156.93,31.6,87.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,157.95,33.1,73.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,158.97,31.8,68.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,159.99,32.0,64.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,161.02,31.4,91.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,162.04,32.3,68.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,163.07,32.0,60.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,164.11,31.8,68.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,165.13,31.6,96.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,166.16,32.3,104.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,167.17,30.8,67.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,168.18,31.3,62.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,169.20,33.0,67.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,170.23,32.0,69.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,171.25,33.8,57.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,172.27,29.7,76.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,173.30,32.6,59.0,0.00,45.0,100,Host
20251208_104152,H_4193,1,174.32,31.0,97.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,175.34,33.5,86.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,176.37,31.7,96.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,177.41,31.1,74.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,178.42,34.6,59.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,179.43,33.5,63.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,180.45,30.8,58.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,181.46,33.1,66.5,0.00,45.0,100,Host
20251208_104152,H_4193,1,182.47,31.2,95.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,183.50,31.4,66.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,184.50,31.2,85.8,0.00,45.0,100,Host
20251208_104152,H_4193,1,185.52,31.4,66.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,186.53,34.7,54.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,187.54,30.4,58.7,0.00,45.0,100,Host
20251208_104152,H_4193,1,188.55,31.3,59.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,189.55,31.0,56.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,190.55,33.7,55.6,0.00,45.0,100,Host
20251208_104152,H_4193,1,191.55,32.5,71.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,192.59,32.5,78.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,193.62,31.5,89.2,0.00,45.0,100,Host
20251208_104152,H_4193,1,194.63,33.0,97.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,195.64,31.6,59.4,0.00,45.0,100,Host
20251208_104152,H_4193,1,196.65,31.8,55.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,197.66,31.9,79.9,0.00,45.0,100,Host
20251208_104152,H_4193,1,198.67,30.9,65.1,0.00,45.0,100,Host
20251208_104152,H_4193,1,199.69,31.7,109.3,0.00,45.0,100,Host
20251208_104152,H_4193,1,200.71,31.3,82.2,0.00,46.0,100,Host
20251208_104152,H_4193,1,201.72,31.8,95.2,0.00,46.0,100,Host
20251208_104152,H_4193,1,202.73,31.0,87.1,0.00,46.0,100,Host
20251208_104152,H_4193,1,203.75,31.3,88.1,0.00,46.0,100,Host
20251208_104152,H_4193,1,204.78,32.3,102.5,0.00,46.0,100,Host
20251208_104152,H_4193,1,205.80,31.5,61.1,0.00,46.0,100,Host
20251208_104152,H_4193,1,206.80,31.9,61.2,0.00,46.0,100,Host
20251208_104152,H_4193,1,207.81,32.0,57.9,0.00,46.0,100,Host
20251208_104152,H_4193,1,208.83,32.5,68.5,0.00,46.0,100,Host
20251208_104152,H_4193,1,209.86,31.5,68.3,0.00,46.0,100,Host
20251208_104152,H_4193,1,210.90,31.1,76.1,0.00,46.0,100,Host
20251208_104152,H_4193,1,211.90,31.4,57.1,0.00,46.0,100,Host
20251208_104152,H_4193,1,212.92,31.2,62.9,0.00,46.0,100,Host
20251208_104152,H_4193,1,213.94,31.7,67.6,0.00,46.0,100,Host
20251208_104152,H_4193,1,214.96,30.7,89.7,0.00,46.0,100,Host
20251208_104152,H_4193,1,215.98,31.0,103.1,0.00,46.0,100,Host
20251208_104152,H_4193,1,216.99,30.6,64.0,0.00,46.0,100,Host
20251208_104152,H_4193,1,218.18,23.6,150.0,0.00,46.0,100,Host
20251208_104152,H_4193,1,219.18,29.7,58.4,0.00,46.0,100,Host
20251208_104152,H_4193,1,220.20,29.6,75.7,0.00,46.0,99,Host
20251208_104152,H_4193,1,221.21,34.4,76.8,0.00,46.0,99,Host
20251208_104152,H_4193,1,222.23,32.6,89.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,223.26,31.1,62.6,0.00,46.0,99,Host
20251208_104152,H_4193,1,224.28,32.3,66.9,0.00,46.0,99,Host
20251208_104152,H_4193,1,225.29,31.5,71.6,0.00,46.0,99,Host
20251208_104152,H_4193,1,226.29,31.7,71.8,0.00,46.0,99,Host
20251208_104152,H_4193,1,227.32,31.0,64.5,0.00,46.0,99,Host
20251208_104152,H_4193,1,228.33,30.8,57.7,0.00,46.0,99,Host
20251208_104152,H_4193,1,229.35,32.0,57.1,0.00,46.0,99,Host
20251208_104152,H_4193,1,230.35,32.9,62.8,0.00,46.0,99,Host
20251208_104152,H_4193,1,231.38,32.1,108.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,232.40,32.0,66.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,233.44,31.1,107.4,0.00,46.0,99,Host
20251208_104152,H_4193,1,234.45,31.9,67.4,0.00,46.0,99,Host
20251208_104152,H_4193,1,235.46,32.5,94.2,0.00,46.0,99,Host
20251208_104152,H_4193,1,236.49,31.8,107.9,0.00,46.0,99,Host
20251208_104152,H_4193,1,237.49,32.7,59.2,0.00,46.0,99,Host
20251208_104152,H_4193,1,238.52,31.3,69.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,239.54,30.7,104.7,0.00,46.0,99,Host
20251208_104152,H_4193,1,240.55,33.6,61.7,0.00,46.0,99,Host
20251208_104152,H_4193,1,241.55,32.1,93.2,0.00,46.0,99,Host
20251208_104152,H_4193,1,242.57,31.7,81.1,0.00,46.0,99,Host
20251208_104152,H_4193,1,243.59,35.2,60.0,0.00,46.0,99,Host
20251208_104152,H_4193,1,244.60,32.1,59.6,0.00,46.0,99,Host
20251208_104152,H_4193,1,245.60,32.4,92.7,0.00,46.0,99,Host
20251208_104152,H_4193,1,246.63,32.3,60.7,0.00,46.0,99,Host
20251208_104152,H_4193,1,247.64,32.1,62.4,0.00,46.0,99,Host
20251208_104152,H_4193,1,248.65,31.4,62.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,249.68,31.5,92.5,0.00,46.0,99,Host
20251208_104152,H_4193,1,250.70,30.9,60.1,0.00,46.0,99,Host
20251208_104152,H_4193,1,251.70,33.5,72.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,252.70,34.3,76.8,0.00,46.0,99,Host
20251208_104152,H_4193,1,253.71,31.1,91.9,0.00,46.0,99,Host
20251208_104152,H_4193,1,254.72,32.1,78.9,0.00,46.0,99,Host
20251208_104152,H_4193,1,255.74,31.6,60.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,256.77,31.0,95.1,0.00,46.0,99,Host
20251208_104152,H_4193,1,257.79,32.4,64.6,0.00,46.0,99,Host
20251208_104152,H_4193,1,258.79,31.6,69.1,0.00,46.0,99,Host
20251208_104152,H_4193,1,259.81,32.1,65.1,0.00,46.0,99,Host
20251208_104152,H_4193,1,260.82,31.7,81.0,0.00,46.0,99,Host
20251208_104152,H_4193,1,261.84,30.8,61.4,0.00,46.0,99,Host
20251208_104152,H_4193,1,262.86,31.8,82.2,0.00,46.0,99,Host
20251208_104152,H_4193,1,263.88,32.0,70.3,0.00,46.0,99,Host
20251208_104152,H_4193,1,264.89,31.4,61.8,0.00,46.0,99,Host
20251208_104152,H_4193,1,265.92,31.0,59.8,0.00,46.0,99,Host
20251208_104152,H_4193,1,266.93,31.1,58.5,0.00,46.0,99,Host
20251208_104152,H_4193,1,267.94,31.9,64.0,0.00,46.0,99,Host
20251208_104152,H_4193,1,268.95,32.4,88.8,0.00,47.0,99,Host
20251208_104152,H_4193,1,269.97,32.0,55.9,0.00,47.0,99,Host
20251208_104152,H_4193,1,270.99,31.1,60.2,0.00,47.0,99,Host
20251208_104152,H_4193,1,271.99,31.5,61.5,0.00,47.0,99,Host
20251208_104152,H_4193,1,273.02,33.3,100.2,0.00,47.0,99,Host
20251208_104152,H_4193,1,274.02,30.8,92.5,0.00,47.0,99,Host
20251208_104152,H_4193,1,275.03,30.7,93.2,0.00,47.0,99,Host
20251208_104152,H_4193,1,276.04,32.3,59.9,0.00,47.0,99,Host
20251208_104152,H_4193,1,277.05,32.9,69.0,0.00,47.0,99,Host
20251208_104152,H_4193,1,278.05,31.3,100.2,0.00,47.0,99,Host
20251208_104152,H_4193,1,279.09,31.4,100.6,0.00,47.0,99,Host
20251208_104152,H_4193,1,280.11,32.9,65.0,0.00,47.0,99,Host
20251208_104152,H_4193,1,281.15,31.1,106.3,0.00,47.0,99,Host
20251208_104152,H_4193,1,282.16,31.5,64.9,0.00,47.0,99,Host
20251208_104152,H_4193,1,283.19,31.6,68.2,0.00,47.0,99,Host
20251208_104152,H_4193,1,284.21,30.3,93.3,0.00,47.0,99,Host
20251208_104152,H_4193,1,285.24,32.0,64.3,0.00,47.0,99,Host
20251208_104152,H_4193,1,286.26,31.9,91.4,0.00,47.0,99,Host
20251208_104152,H_4193,1,287.27,31.1,92.5,0.00,47.0,99,Host
20251208_104152,H_4193,1,288.29,31.6,64.9,0.00,47.0,98,Host
20251208_104152,H_4193,1,289.30,30.9,95.9,0.00,47.0,98,Host
20251208_104152,H_4193,1,290.32,32.3,58.6,0.00,47.0,98,Host
20251208_104152,H_4193,1,291.33,32.3,69.3,0.00,47.0,98,Host
20251208_104152,H_4193,1,292.33,32.4,94.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,293.36,32.2,83.1,0.00,47.0,98,Host
20251208_104152,H_4193,1,294.38,32.0,63.1,0.00,47.0,98,Host
20251208_104152,H_4193,1,295.40,32.3,85.8,0.00,47.0,98,Host
20251208_104152,H_4193,1,296.41,31.8,64.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,297.43,32.1,91.3,0.00,47.0,98,Host
20251208_104152,H_4193,1,298.46,32.7,64.3,0.00,47.0,98,Host
20251208_104152,H_4193,1,299.48,31.8,66.8,0.00,47.0,98,Host
20251208_104152,H_4193,1,300.50,32.4,71.5,0.00,47.0,98,Host
20251208_104152,H_4193,1,301.54,32.2,117.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,302.55,33.7,62.2,0.00,47.0,98,Host
20251208_104152,H_4193,1,303.56,31.9,63.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,304.58,32.5,94.5,0.00,47.0,98,Host
20251208_104152,H_4193,1,305.62,30.4,68.8,0.00,47.0,98,Host
20251208_104152,H_4193,1,306.64,32.0,88.6,0.00,47.0,98,Host
20251208_104152,H_4193,1,307.65,30.9,70.2,0.00,47.0,98,Host
20251208_104152,H_4193,1,308.65,31.8,58.0,0.00,47.0,98,Host
20251208_104152,H_4193,1,309.68,33.8,64.3,0.00,47.0,98,Host
20251208_104152,H_4193,1,310.70,32.2,110.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,311.70,31.3,67.9,0.00,47.0,98,Host
20251208_104152,H_4193,1,312.72,32.8,58.7,0.00,47.0,98,Host
20251208_104152,H_4193,1,313.73,31.3,61.7,0.00,47.0,98,Host
20251208_104152,H_4193,1,314.76,33.1,59.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,315.78,31.2,97.4,0.00,47.0,98,Host
20251208_104152,H_4193,1,316.79,31.1,67.8,0.00,47.0,98,Host
20251208_104152,H_4193,1,317.80,34.3,76.1,0.00,48.0,98,Host
20251208_104152,H_4193,1,318.81,31.3,61.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,319.81,32.7,64.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,320.84,34.6,98.7,0.00,48.0,98,Host
20251208_104152,H_4193,1,321.87,31.7,87.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,322.88,33.2,55.8,0.00,48.0,98,Host
20251208_104152,H_4193,1,323.90,30.5,95.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,324.93,31.8,94.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,325.94,32.0,57.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,326.96,31.6,70.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,327.99,31.9,101.7,0.00,48.0,98,Host
20251208_104152,H_4193,1,328.99,30.5,71.7,0.00,48.0,98,Host
20251208_104152,H_4193,1,330.00,31.5,70.6,0.00,48.0,98,Host
20251208_104152,H_4193,1,331.01,31.9,61.3,0.00,48.0,98,Host
20251208_104152,H_4193,1,332.03,30.1,96.4,0.00,48.0,98,Host
20251208_104152,H_4193,1,333.04,30.9,60.7,0.00,48.0,98,Host
20251208_104152,H_4193,1,334.06,33.2,67.4,0.00,48.0,98,Host
20251208_104152,H_4193,1,335.09,33.1,87.4,0.00,48.0,98,Host
20251208_104152,H_4193,1,336.11,33.9,64.2,0.00,48.0,98,Host
